Calendar Year,Property ID,Property Name,Address 1,City,Primary Property Type - Self Selected,Year Built,Occupancy,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Percent Electricity,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Annual Maximum Demand (kW),Property GFA - Calculated (Buildings) (ft²),Electric Distribution Utility,Borough,Postal Code,Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),ENERGY STAR Score,longitude,latitude
2016,0982/034_2016,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,34.6,34.7,115.7,88.0,-122.44534984388594,37.79065523475229
2015,0982/034_2015,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,21.4,21.4,112.0,95.0,-122.44534984388594,37.79065523475229
2014,0982/034_2014,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,22.6,24.2,118.2,92.0,-122.44534984388594,37.79065523475229
2013,0982/034_2013,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,34.2,32.1,167.7,88.0,-122.44534984388594,37.79065523475229
2011,0982/034_2011,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,38.3,37.0,291.6,24.0,-122.44534984388594,37.79065523475229
2023,0982/034_2023,University High School,3065 JACKSON STREET,San Francisco,Commercial,1917.0,,269252.2,22.437683333333336,100,269252.2,,12000,PG&E,Pacific Heights,94115,154.6,155.9,114.9,5.0,-122.44534984388594,37.79065523475229
2018,0999/026_2018,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,147863.3,12.321941666666666,100,147863.3,,12000,PG&E,Pacific Heights,94115,22.4,22.4,35.5,76.0,-122.44554696780978,37.78993708391194
2020,0999/026_2020,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,89296.7,7.441391666666666,100,89296.7,,12000,PG&E,Pacific Heights,94115,25.4,26.5,18.4,92.0,-122.44554696780978,37.78993708391194
2021,0999/026_2021,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,113184.4,9.432033333333333,100,113184.4,,12000,PG&E,Pacific Heights,94115,32.2,32.2,23.4,,-122.44554696780978,37.78993708391194
2022,0999/026_2022,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,120812.0,10.067666666666666,100,120812.0,,12000,PG&E,Pacific Heights,94115,34.4,34.4,28.2,78.0,-122.44554696780978,37.78993708391194
2017,0999/026_2017,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,23.7,23.9,40.4,77.0,-122.44554696780978,37.78993708391194
2016,0999/026_2016,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,26.2,26.5,51.1,70.0,-122.44554696780978,37.78993708391194
2015,0999/026_2015,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,29.8,30.3,54.7,53.0,-122.44554696780978,37.78993708391194
2014,0999/026_2014,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,32.3,34.2,59.3,42.0,-122.44554696780978,37.78993708391194
2013,0999/026_2013,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,,0.0,0,,,12000,PG&E,Pacific Heights,94115,37.4,36.7,74.0,33.0,-122.44554696780978,37.78993708391194
2023,0999/026_2023,3185 WASHINGTON ST,3185 WASHINGTON ST,San Francisco,Commercial,1921.0,,135716.8,11.309733333333332,100,135716.8,,12000,PG&E,Pacific Heights,94115,38.6,38.6,32.9,69.0,-122.44554696780978,37.78993708391194
2018,1007/008_2018,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,76351.8,4.491282352941177,100,76351.8,,17000,PG&E,Presidio Heights,94115,28.2,28.6,30.0,89.0,-122.44601039983765,37.788549315385566
2020,1007/008_2020,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,48002.3,2.823664705882353,100,48002.3,,17000,PG&E,Presidio Heights,94115,52.0,56.0,23.3,58.0,-122.44601039983765,37.788549315385566
2021,1007/008_2021,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,67971.2,3.998305882352941,100,67971.2,,17000,PG&E,Presidio Heights,94115,54.8,57.0,25.0,,-122.44601039983765,37.788549315385566
2022,1007/008_2022,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,65485.8,3.8521058823529413,100,65485.8,,17000,PG&E,Presidio Heights,94115,54.0,52.9,26.4,43.0,-122.44601039983765,37.788549315385566
2017,1007/008_2017,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,,0.0,0,,,17000,PG&E,Presidio Heights,94115,25.2,26.6,28.8,98.0,-122.44601039983765,37.788549315385566
2016,1007/008_2016,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,,0.0,0,,,17000,PG&E,Presidio Heights,94115,21.9,25.0,28.7,99.0,-122.44601039983765,37.788549315385566
2015,1007/008_2015,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,,0.0,0,,,17000,PG&E,Presidio Heights,94115,27.3,28.6,33.2,95.0,-122.44601039983765,37.788549315385566
2014,1007/008_2014,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,,0.0,0,,,17000,PG&E,Presidio Heights,94115,20.1,20.4,27.5,97.0,-122.44601039983765,37.788549315385566
2013,1007/008_2013,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,,0.0,0,,,17000,PG&E,Presidio Heights,94115,32.2,29.7,40.3,93.0,-122.44601039983765,37.788549315385566
2023,1007/008_2023,3220 SACRAMENTO ST,3220 SACRAMENTO ST,San Francisco,Commercial,1924.0,,65496.5,3.852735294117647,100,65496.5,,17000,PG&E,Presidio Heights,94115,51.9,52.1,26.0,44.0,-122.44601039983765,37.788549315385566
2018,1009/029_2018,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,200219.9,13.347993333333333,100,200219.9,,15000,PG&E,Presidio Heights,94118,58.9,58.9,58.7,40.0,-122.45007792771398,37.78797476533644
2020,1009/029_2020,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,183015.0,12.201,100,183015.0,,15000,PG&E,Presidio Heights,94118,55.9,56.3,52.8,,-122.45007792771398,37.78797476533644
2021,1009/029_2021,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,198389.5,13.225966666666666,100,198389.5,,15000,PG&E,Presidio Heights,94118,59.3,59.3,52.3,,-122.45007792771398,37.78797476533644
2022,1009/029_2022,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,197251.7,13.150113333333334,100,197251.7,,15000,PG&E,Presidio Heights,94118,51.9,52.1,51.7,59.0,-122.45007792771398,37.78797476533644
2017,1009/029_2017,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,,0.0,0,,,15000,PG&E,Presidio Heights,94118,56.6,57.2,59.9,44.0,-122.45007792771398,37.78797476533644
2016,1009/029_2016,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,,0.0,0,,,15000,PG&E,Presidio Heights,94118,54.7,56.2,64.8,45.0,-122.45007792771398,37.78797476533644
2015,1009/029_2015,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,,0.0,0,,,15000,PG&E,Presidio Heights,94118,56.2,56.7,64.6,37.0,-122.45007792771398,37.78797476533644
2014,1009/029_2014,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,,0.0,0,,,15000,PG&E,Presidio Heights,94118,51.2,52.3,59.2,46.0,-122.45007792771398,37.78797476533644
2013,1009/029_2013,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,,0.0,0,,,15000,PG&E,Presidio Heights,94118,48.0,47.5,58.5,57.0,-122.45007792771398,37.78797476533644
2023,1009/029_2023,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,199927.7,13.328513333333333,100,199927.7,,15000,PG&E,Presidio Heights,94118,54.9,55.0,55.9,54.0,-122.45007792771398,37.78797476533644
2024,1009/029_2024,Laurel Medical Building,3490 SACRAMENTO ST,San Francisco,Commercial,1977.0,,187598.4,12.50656,100,187598.4,,15000,PG&E,Presidio Heights,94118,49.3,48.5,47.77,66.0,-122.45007792771398,37.78797476533644
2018,1015/054_2018,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1546656.8,14.031433029720217,100,1546656.8,,110228,PG&E,Presidio Heights,94118,112.5,112.5,570.8,14.0,-122.45759803246168,37.786185641185824
2020,1015/054_2020,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1440724.6,13.070404978771275,100,1440724.6,,110228,PG&E,Presidio Heights,94118,117.0,117.7,563.3,,-122.45759803246168,37.786185641185824
2021,1015/054_2021,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1437305.0,13.039382008201184,100,1437305.0,,110228,PG&E,Presidio Heights,94118,118.0,118.0,539.0,,-122.45759803246168,37.786185641185824
2022,1015/054_2022,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1523741.9,13.823546648764378,100,1523741.9,,110228,PG&E,Presidio Heights,94118,109.0,108.5,544.8,55.0,-122.45759803246168,37.786185641185824
2017,1015/054_2017,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,,0.0,0,,,110228,PG&E,Presidio Heights,94118,130.6,130.6,684.4,10.0,-122.45759803246168,37.786185641185824
2016,1015/054_2016,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,,0.0,0,,,110228,PG&E,Presidio Heights,94118,150.1,150.1,842.9,6.0,-122.45759803246168,37.786185641185824
2023,1015/054_2023,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1379561.0,12.515522371811155,100,1379561.0,,110228,PG&E,Presidio Heights,94118,115.0,115.0,574.0,57.0,-122.45759803246168,37.786185641185824
2024,1015/054_2024,3838 CALIFORNIA ST,3830 CALIFORNIA ST,San Francisco,Commercial,1973.0,,1524345.1,13.82901894255543,100,1524345.1,,110228,PG&E,Presidio Heights,94118,122.9,126.2,592.77,48.0,-122.45759803246168,37.786185641185824
2017,1019/062_2017,3490 California,3490 California Street,San Francisco,Commercial,2000.0,,,0.0,0,,,23111,PG&E,Presidio Heights,94118,26.6,26.6,46.6,,-122.45146056150044,37.78693167298171
2018,1019/062_2018,3490 California,3490 California Street,San Francisco,Commercial,2000.0,,199403.3,8.628068884946561,100,199403.3,,23111,PG&E,Presidio Heights,94118,29.4,29.4,47.9,,-122.45146056150044,37.78693167298171
2020,1021/030_2020,3355 SACRAMENTO ST,3355 SACRAMENTO ST,San Francisco,Mixed Residential,1900.0,,780983.6,3.512201220526796,100,780983.6,,222363,PG&E,Presidio Heights,94118,21.7,22.0,291.5,,-122.44806675104212,37.7876785056562
2021,1021/030_2021,3355 SACRAMENTO ST,3355 SACRAMENTO ST,San Francisco,Mixed Residential,1900.0,,827246.3,3.720251570630006,100,827246.3,,222363,PG&E,Presidio Heights,94118,21.8,21.8,277.9,,-122.44806675104212,37.7876785056562
2022,1021/030_2022,3355 SACRAMENTO ST,3355 SACRAMENTO ST,San Francisco,Mixed Residential,1900.0,,802627.7,3.6095380076721395,100,802627.7,,222363,PG&E,Presidio Heights,94118,21.2,21.0,293.0,100.0,-122.44806675104212,37.7876785056562
2023,1021/030_2023,3355 SACRAMENTO ST,3355 SACRAMENTO ST,San Francisco,Mixed Residential,1900.0,,781323.2,3.5137284530250086,100,781323.2,,222363,PG&E,Presidio Heights,94118,20.7,20.9,291.8,100.0,-122.44806675104212,37.7876785056562
2024,1021/030_2024,3355 SACRAMENTO ST,3355 SACRAMENTO ST,San Francisco,Mixed Residential,1900.0,,572552.8,2.5748564284525757,100,572552.8,,222363,PG&E,Presidio Heights,94118,16.9,15.4,225.11,100.0,-122.44806675104212,37.7876785056562
2018,1021/038_2018,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,2177396.5,10.88818019982198,100,2177396.5,,199978,PG&E,Presidio Heights,94118,182.7,182.7,1377.5,,-122.4474726863699,37.787515308881616
2019,1021/038_2019,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,2057743.4,10.289848883377172,100,2057743.4,,199978,PG&E,Presidio Heights,94118,162.5,162.5,1203.6,,-122.4474726863699,37.787515308881616
2020,1021/038_2020,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,1411502.8,7.058290411945314,100,1411502.8,,199978,PG&E,Presidio Heights,94118,78.3,78.3,598.7,,-122.4474726863699,37.787515308881616
2021,1021/038_2021,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,886386.2,4.432418566042265,100,886386.2,,199978,PG&E,Presidio Heights,94118,120.7,120.7,847.2,,-122.4474726863699,37.787515308881616
2022,1021/038_2022,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,1481269.3,7.407161287741652,100,1481269.3,,199978,PG&E,Presidio Heights,94118,152.3,152.3,1118.8,,-122.4474726863699,37.787515308881616
2017,1021/038_2017,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,179.7,179.7,1413.1,,-122.4474726863699,37.787515308881616
2016,1021/038_2016,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,228.5,228.5,1896.1,,-122.4474726863699,37.787515308881616
2015,1021/038_2015,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,212.3,214.4,1747.0,,-122.4474726863699,37.787515308881616
2014,1021/038_2014,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,211.3,216.3,1737.7,,-122.4474726863699,37.787515308881616
2013,1021/038_2013,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,208.6,210.5,1748.6,,-122.4474726863699,37.787515308881616
2012,1021/038_2012,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,,0.0,0,,,199978,PG&E,Presidio Heights,94118,197.6,198.8,1668.8,,-122.4474726863699,37.787515308881616
2023,1021/038_2023,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,1468478.1,7.343198251807699,100,1468478.1,,199978,PG&E,Presidio Heights,94118,152.3,152.3,1130.1,,-122.4474726863699,37.787515308881616
2024,1021/038_2024,Jewish Community Center of San Francisco,3200 CALIFORNIA ST,San Francisco,Commercial,0.0,,1403656.8,7.019056096170579,100,1403656.8,,199978,PG&E,Presidio Heights,94118,140.9,131.0,1026.86,,-122.4474726863699,37.787515308881616
2020,1022/013_2020,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,187312.1,7.637598369011213,100,187312.1,,24525,PG&E,Presidio Heights,94115,46.7,47.3,40.8,,-122.44617674500589,37.78763935871952
2021,1022/013_2021,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,17740.4,0.7233598369011214,100,17740.4,,24525,PG&E,Presidio Heights,94115,8.0,,6.6,,-122.44617674500589,37.78763935871952
2022,1022/013_2022,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,23593.3,0.9620101936799185,100,23593.3,,24525,PG&E,Presidio Heights,94115,9.5,,8.6,,-122.44617674500589,37.78763935871952
2017,1022/013_2017,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,,0.0,0,,,24525,PG&E,Presidio Heights,94115,33.7,33.8,36.7,,-122.44617674500589,37.78763935871952
2016,1022/013_2016,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,,0.0,0,,,24525,PG&E,Presidio Heights,94115,28.8,29.0,35.5,,-122.44617674500589,37.78763935871952
2015,1022/013_2015,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,,0.0,0,,,24525,PG&E,Presidio Heights,94115,33.7,33.9,39.3,,-122.44617674500589,37.78763935871952
2014,1022/013_2014,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,,0.0,0,,,24525,PG&E,Presidio Heights,94115,34.5,35.0,40.3,,-122.44617674500589,37.78763935871952
2013,1022/013_2013,3150 CALIFORNIA ST,3150 CALIFORNIA ST,San Francisco,Commercial,1942.0,,,0.0,0,,,24525,PG&E,Presidio Heights,94115,38.4,38.4,44.0,,-122.44617674500589,37.78763935871952
2018,1022/026_2018,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,238642.8,5.917546121801229,100,238642.8,,40328,PG&E,Presidio Heights,94115,58.9,58.9,93.7,64.0,-122.4465789869438,37.787588153207864
2019,1022/026_2019,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,251124.1,6.227040765721087,100,251124.1,,40328,PG&E,Presidio Heights,94115,60.3,60.4,96.3,59.0,-122.4465789869438,37.787588153207864
2020,1022/026_2020,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,206256.5,5.114473814719302,100,206256.5,,40328,PG&E,Presidio Heights,94115,43.1,43.1,67.6,,-122.4465789869438,37.787588153207864
2021,1022/026_2021,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,215849.7,5.352353203729419,100,215849.7,,40328,PG&E,Presidio Heights,94115,49.3,49.3,72.1,,-122.4465789869438,37.787588153207864
2022,1022/026_2022,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,227337.4,5.637209878992263,100,227337.4,,40328,PG&E,Presidio Heights,94115,53.4,53.5,84.2,74.0,-122.4465789869438,37.787588153207864
2017,1022/026_2017,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,60.2,61.1,101.0,49.0,-122.4465789869438,37.787588153207864
2016,1022/026_2016,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,60.1,62.0,110.8,47.0,-122.4465789869438,37.787588153207864
2015,1022/026_2015,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,64.5,65.3,113.7,38.0,-122.4465789869438,37.787588153207864
2014,1022/026_2014,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,74.2,76.1,129.7,21.0,-122.4465789869438,37.787588153207864
2013,1022/026_2013,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,77.5,75.8,136.4,22.0,-122.4465789869438,37.787588153207864
2012,1022/026_2012,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,,0.0,0,,,40328,PG&E,Presidio Heights,94115,77.8,77.2,136.9,22.0,-122.4465789869438,37.787588153207864
2023,1022/026_2023,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,212646.8,5.272931957944852,100,212646.8,,40328,PG&E,Presidio Heights,94115,51.3,51.5,82.3,79.0,-122.4465789869438,37.787588153207864
2024,1022/026_2024,Laurel Inn,444 PRESIDIO AVE,San Francisco,Commercial,1962.0,,181708.1,4.505755306486808,100,181708.1,,40328,PG&E,Presidio Heights,94115,47.0,45.4,71.78,91.0,-122.4465789869438,37.787588153207864
2018,1032/002_2018,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,444198.6,12.005367567567568,100,444198.6,,37000,PG&E,Presidio Heights,94118,89.1,89.2,130.3,56.0,-122.44708493028624,37.78692283016577
2019,1032/002_2019,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,420348.3,11.360764864864864,100,420348.3,,37000,PG&E,Presidio Heights,94118,84.1,84.0,123.1,62.0,-122.44708493028624,37.78692283016577
2020,1032/002_2020,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,363770.7,9.83164054054054,100,363770.7,,37000,PG&E,Presidio Heights,94118,72.9,73.1,101.5,,-122.44708493028624,37.78692283016577
2021,1032/002_2021,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,343079.4,9.272416216216216,100,343079.4,,37000,PG&E,Presidio Heights,94118,80.0,80.0,102.2,71.0,-122.44708493028624,37.78692283016577
2022,1032/002_2022,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,356224.7,9.627694594594596,100,356224.7,,37000,PG&E,Presidio Heights,94118,98.9,98.9,150.0,47.0,-122.44708493028624,37.78692283016577
2017,1032/002_2017,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,102.9,102.6,157.9,35.0,-122.44708493028624,37.78692283016577
2016,1032/002_2016,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,95.5,96.1,168.6,36.0,-122.44708493028624,37.78692283016577
2015,1032/002_2015,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,92.9,93.8,153.3,42.0,-122.44708493028624,37.78692283016577
2014,1032/002_2014,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,96.9,97.6,145.2,,-122.44708493028624,37.78692283016577
2013,1032/002_2013,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,101.6,100.8,149.5,81.0,-122.44708493028624,37.78692283016577
2012,1032/002_2012,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,,0.0,0,,,37000,PG&E,Presidio Heights,94118,100.1,98.6,157.5,81.0,-122.44708493028624,37.78692283016577
2023,1032/002_2023,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,348542.1,9.420056756756756,100,348542.1,,37000,PG&E,Presidio Heights,94118,81.1,81.0,128.9,56.0,-122.44708493028624,37.78692283016577
2024,1032/002_2024,3201 California Street,3201 CALIFORNIA ST,San Francisco,Commercial,2000.0,,327595.2,8.853924324324325,100,327595.2,,37000,PG&E,Presidio Heights,94118,79.8,81.4,120.75,58.0,-122.44708493028624,37.78692283016577
2018,1049/034_2018,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,323498.1,7.429052704099207,100,323498.1,,43545,PG&E,Pacific Heights,94115,139.2,138.8,317.4,72.0,-122.44051916220285,37.78687788591993
2019,1049/034_2019,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,307413.2,7.059667011137903,100,307413.2,,43545,PG&E,Pacific Heights,94115,132.1,133.1,301.2,78.0,-122.44051916220285,37.78687788591993
2020,1049/034_2020,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,302455.1,6.945805488575036,100,302455.1,,43545,PG&E,Pacific Heights,94115,111.2,113.6,252.0,,-122.44051916220285,37.78687788591993
2021,1049/034_2021,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,283996.4,6.52190607417614,100,283996.4,,43545,PG&E,Pacific Heights,94115,138.7,138.7,304.5,,-122.44051916220285,37.78687788591993
2022,1049/034_2022,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,303386.5,6.967194855896199,100,303386.5,,43545,PG&E,Pacific Heights,94115,128.4,127.1,291.1,81.0,-122.44051916220285,37.78687788591993
2016,1049/034_2016,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,,0.0,0,,,43545,PG&E,Pacific Heights,94115,140.2,142.1,340.6,88.0,-122.44051916220285,37.78687788591993
2015,1049/034_2015,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,,0.0,0,,,43545,PG&E,Pacific Heights,94115,130.5,135.1,313.6,87.0,-122.44051916220285,37.78687788591993
2014,1049/034_2014,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,,0.0,0,,,43545,PG&E,Pacific Heights,94115,127.1,139.3,305.0,88.0,-122.44051916220285,37.78687788591993
2013,1049/034_2013,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,,0.0,0,,,43545,PG&E,Pacific Heights,94115,118.8,,283.4,94.0,-122.44051916220285,37.78687788591993
2023,1049/034_2023,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,305164.7,7.008030772763808,100,305164.7,,43545,PG&E,Pacific Heights,94115,129.6,130.8,296.2,78.0,-122.44051916220285,37.78687788591993
2024,1049/034_2024,2707 PINE ST,2707 PINE ST,San Francisco,Commercial,1969.0,,303156.8,6.961919853025606,100,303156.8,,43545,PG&E,Pacific Heights,94115,118.2,107.7,267.02,86.0,-122.44051916220285,37.78687788591993
2018,1051/036_2018,2300 Sutter,2300 SUTTER ST,San Francisco,Commercial,1965.0,,188696.4,5.770532110091743,100,188696.4,,32700,PG&E,Pacific Heights,94115,50.7,52.0,67.6,,-122.43856875484464,37.7857780372705
2019,1051/036_2019,2300 Sutter,2300 SUTTER ST,San Francisco,Commercial,1965.0,,175972.6,5.3814250764526,100,175972.6,,32700,PG&E,Pacific Heights,94115,47.4,47.5,63.2,,-122.43856875484464,37.7857780372705
2020,1051/036_2020,2300 Sutter,2300 SUTTER ST,San Francisco,Commercial,1965.0,,179240.1,5.481348623853211,100,179240.1,,32700,PG&E,Pacific Heights,94115,38.2,38.8,62.3,,-122.43856875484464,37.7857780372705
2021,1051/036_2021,2300 Sutter,2300 SUTTER ST,San Francisco,Commercial,1965.0,,188205.8,5.755529051987767,100,188205.8,,32700,PG&E,Pacific Heights,94115,43.3,43.7,66.1,,-122.43856875484464,37.7857780372705
2022,1051/036_2022,2300 Sutter,2300 SUTTER ST,San Francisco,Commercial,1965.0,,185119.5,5.661146788990826,100,185119.5,,32700,PG&E,Pacific Heights,94115,41.3,40.9,68.3,95.0,-122.43856875484464,37.7857780372705
